0;0;0;0
0.0000585;-0.0000305;0.0000585;0
0.000116959;0;0.000116959;0
0.000175439;0;0.000175439;-0.0000305
0.000233918;0;0.000233918;0
0.000292398;0;0.000292398;0
0.000350877;0;0.000350877;0
0.000409357;0;0.000409357;0
0.000467836;0;0.000467836;0
0.000526316;0;0.000526316;0
0.000584795;0;0.000584795;0
0.000643275;-0.0000305;0.000643275;0
0.000701754;0;0.000701754;0
0.000760234;0;0.000760234;0
0.000818713;0;0.000818713;0
0.000877193;0;0.000877193;0
0.000935673;0.0000305;0.000935673;0
0.000994152;-0.0000305;0.000994152;0
0.001052632;0;0.001052632;0
0.001111111;0;0.001111111;0
0.001169591;0;0.001169591;0
0.00122807;0;0.00122807;0
0.00128655;0;0.00128655;0
0.001345029;0;0.001345029;0
0.001403509;0;0.001403509;0
0.001461988;0;0.001461988;0
0.001520468;0;0.001520468;0
0.001578947;-0.0000305;0.001578947;0
0.001637427;0;0.001637427;0
0.001695906;0;0.001695906;0
0.001754386;0;0.001754386;0
0.001812865;0;0.001812865;0
0.001871345;0;0.001871345;0
0.001929825;0;0.001929825;0
0.001988304;0.0000305;0.001988304;0
0.002046784;0;0.002046784;0
0.002105263;0;0.002105263;0
0.002163743;0;0.002163743;0
0.002222222;0.0000305;0.002222222;0
0.002280702;0;0.002280702;0
0.002339181;0.0000305;0.002339181;0.0000305
0.002397661;0;0.002397661;0
0.00245614;0;0.00245614;-0.0000305
0.00251462;0.0000305;0.00251462;0.0000305
0.002573099;0;0.002573099;0
0.002631579;0;0.002631579;0
0.002690058;0;0.002690058;0
0.002748538;0;0.002748538;0.0000305
0.002807018;0;0.002807018;0
0.002865497;0;0.002865497;0.0000305
0.002923977;0;0.002923977;0
0.002982456;0;0.002982456;0
0.003040936;0;0.003040936;-0.0000305
0.003099415;0;0.003099415;0
0.003157895;0;0.003157895;0
0.003216374;0;0.003216374;0
0.003274854;0;0.003274854;0
0.003333333;0;0.003333333;0
0.003391813;-0.0000305;0.003391813;-0.0000305
0.003450292;-0.0000305;0.003450292;0
0.003508772;0;0.003508772;0
0.003567251;0;0.003567251;-0.0000305
0.003625731;0;0.003625731;0
0.003684211;0;0.003684211;0
